Sample Unnamed: 0_level_1	Sequenced_Read-pair Unnamed: 1_level_1	Mapped_Read-pair Count	Mapped_Read-pair Percentage	Nonclonal_Read-pair Count	Nonclonal_Read-pair Percentage	cis<1kb Count	cis<1kb Percentage	cis>1kb Count	cis>1kb Percentage	trans Count	trans Percentage	mCCC/CCC Unnamed: 12_level_1	mCG/CG Unnamed: 13_level_1	mCH/CH Unnamed: 14_level_1	Estimated mCG/CG Unnamed: 15_level_1	id	batch	cell_type
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD002	2682767	2141349	0.798186722887228	1546489	0.7222031532459211	1038113	0.6713	342098	0.2212	166278	0.1075	0.00938	0.79673	0.04254	0.79481	190305_29yr_2_F2_AD002	190305_29yr	Vip
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD004	2881101	2317914	0.8045236872987097	1692531	0.7301957708525856	1205837	0.7124	313748	0.1854	172946	0.1022	0.00478	0.74758	0.00635	0.74637	190305_29yr_2_F2_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD006	3045414	2414412	0.792802554923567	1771305	0.7336382522949687	1246378	0.7036	341023	0.1925	183904	0.1038	0.00411	0.73043	0.00539	0.72932	190305_29yr_2_F2_AD006	190305_29yr	Endo
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD007	2651077	2164420	0.8164304544907598	1571648	0.7261289398545568	1112673	0.708	296172	0.1884	162803	0.1036	0.00429	0.74424	0.00586	0.74314	190305_29yr_2_F2_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD008	2580572	1961956	0.7602795039239363	1436420	0.7321367043909242	953888	0.6641	316770	0.2205	165762	0.1154	0.01158	0.72794	0.01546	0.72475	190305_29yr_2_F2_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F2_AD012	2741596	2205355	0.8044055360454275	1603755	0.7272094515395481	1064663	0.6639	349430	0.2179	189662	0.1183	0.0046	0.75206	0.00752	0.75091	190305_29yr_2_F2_AD012	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD001	2925422	2349274	0.8030547387693125	1643714	0.6996689189936977	1141902	0.6947	317753	0.1933	184059	0.112	0.00499	0.74561	0.0087	0.74433	190305_29yr_2_F3_AD001	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD004	3885154	3150691	0.8109565283641266	2191702	0.695625816685927	1533097	0.6995	414098	0.1889	244507	0.1116	0.00482	0.74743	0.00735	0.74621	190305_29yr_2_F3_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD007	3407993	2792984	0.8195392420113539	1935987	0.6931607914689092	1298341	0.6706	401247	0.2073	236399	0.1221	0.01103	0.73833	0.01371	0.73541	190305_29yr_2_F3_AD007	190305_29yr	OPC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD008	3305906	2574570	0.7787789489477317	1800783	0.6994500052435941	1191552	0.6617	394965	0.2193	214266	0.119	0.00505	0.73141	0.00782	0.73005	190305_29yr_2_F3_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F3_AD010	3794115	2948429	0.7771058599963364	2048023	0.6946149966643254	1353282	0.6608	432139	0.211	262602	0.1282	0.00571	0.75756	0.0179	0.75617	190305_29yr_2_F3_AD010	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD004	3155854	2575941	0.8162421328743344	1819305	0.706268117165727	1225072	0.6734	391803	0.2154	202430	0.1113	0.00434	0.75166	0.00703	0.75058	190305_29yr_2_F4_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD006	3201055	2569089	0.8025757133195149	1819552	0.7082479431424914	1168548	0.6422	425734	0.234	225270	0.1238	0.00519	0.76268	0.01252	0.76144	190305_29yr_2_F4_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD007	2382839	1941154	0.8146391762095551	1363364	0.7023471605034943	961336	0.7051	254601	0.1867	147427	0.1081	0.004	0.72311	0.00523	0.722	190305_29yr_2_F4_AD007	190305_29yr	Endo
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD008	2970095	2335815	0.7864445413362199	1651730	0.7071322001100259	1093578	0.6621	362176	0.2193	195976	0.1186	0.00474	0.74487	0.00687	0.74365	190305_29yr_2_F4_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F4_AD010	2721071	2122534	0.7800362430822275	1492179	0.7030177137327365	1030493	0.6906	302601	0.2028	159085	0.1066	0.00426	0.73714	0.00644	0.73602	190305_29yr_2_F4_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD001	1990183	1617524	0.8127513901987907	1206943	0.7461669811390743	787351	0.6524	268296	0.2223	151296	0.1254	0.00432	0.73698	0.006	0.73584	190305_29yr_2_F5_AD001	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD002	2230491	1825938	0.8186260334607941	1345940	0.7371225090884794	940865	0.699	260190	0.1933	144885	0.1076	0.00511	0.76218	0.01707	0.76096	190305_29yr_2_F5_AD002	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD008	1978466	1544146	0.7804763892834146	1136331	0.7358960875461258	754897	0.6643	251685	0.2215	129749	0.1142	0.01145	0.80013	0.05298	0.79781	190305_29yr_2_F5_AD008	190305_29yr	Pvalb
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD010	2325113	1835702	0.7895108753854114	1350531	0.7357027447810156	858108	0.6354	326585	0.2418	165838	0.1228	0.00619	0.7883	0.02366	0.78698	190305_29yr_2_F5_AD010	190305_29yr	Sst
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F5_AD012	2282458	1867607	0.8182437530066271	1373486	0.7354256007821774	935254	0.6809	293591	0.2138	144641	0.1053	0.00419	0.73813	0.00677	0.73703	190305_29yr_2_F5_AD012	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD002	2451920	1993720	0.8131260400013051	1434405	0.7194616094536845	966138	0.6735	314499	0.2193	153768	0.1072	0.02614	0.8115	0.08189	0.80644	190305_29yr_2_F6_AD002	190305_29yr	Sst
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD004	2772401	2273033	0.8198788703365782	1651471	0.7265495045606465	1090020	0.66	375597	0.2274	185854	0.1125	0.02366	0.76573	0.03056	0.76005	190305_29yr_2_F6_AD004	190305_29yr	OPC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F6_AD010	2662039	2105108	0.7907878134016819	1523260	0.7236018294548309	991428	0.6509	353633	0.2322	178199	0.117	0.00456	0.74289	0.00728	0.74171	190305_29yr_2_F6_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD004	2733713	2198670	0.8042797469961185	1603889	0.7294814592458168	1074539	0.67	358369	0.2234	170981	0.1066	0.00853	0.79755	0.03819	0.79581	190305_29yr_2_F7_AD004	190305_29yr	Pvalb
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD006	3036881	2434701	0.8017110318119149	1792392	0.7361856753662975	1205175	0.6724	394548	0.2201	192669	0.1075	0.00547	0.75295	0.00945	0.75159	190305_29yr_2_F7_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD008	2675176	2109654	0.7886038152256151	1553949	0.7365895070945283	1054807	0.6788	315431	0.203	183711	0.1182	0.0049	0.70971	0.00549	0.70828	190305_29yr_2_F7_AD008	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD010	2600619	2048797	0.7878112864667989	1500481	0.7323717283849986	976881	0.651	330668	0.2204	192932	0.1286	0.00461	0.75314	0.00698	0.752	190305_29yr_2_F7_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F7_AD012	2650293	2139525	0.8072786669247514	1561212	0.7297002839415291	1024187	0.656	361991	0.2319	175034	0.1121	0.00418	0.74276	0.00582	0.74168	190305_29yr_2_F7_AD012	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD002	3237235	2624721	0.8107909991088074	1805370	0.6878331068330691	1183054	0.6553	426250	0.2361	196066	0.1086	0.00491	0.73804	0.00721	0.73675	190305_29yr_2_F8_AD002	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD006	3178059	2523013	0.7938848838237428	1748239	0.6929171589682653	1206538	0.6901	361538	0.2068	180163	0.1031	0.00425	0.74609	0.00735	0.74501	190305_29yr_2_F8_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD008	2898602	2262931	0.7806973844632689	1567871	0.6928496715100902	1115488	0.7115	280690	0.179	171693	0.1095	0.00436	0.70754	0.00497	0.70626	190305_29yr_2_F8_AD008	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F8_AD010	3240985	2554896	0.7883084926341838	1747781	0.6840908592756809	1201123	0.6872	351252	0.201	195406	0.1118	0.00508	0.75645	0.01557	0.75521	190305_29yr_2_F8_AD010	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD006	4357824	3523738	0.8086003473293093	2279308	0.6468437778291122	1560419	0.6846	452024	0.1983	266865	0.1171	0.00431	0.73747	0.00697	0.73633	190305_29yr_2_F9_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD007	4031231	3289274	0.8159477836918797	2112930	0.6423697144111437	1455477	0.6888	398021	0.1884	259432	0.1228	0.00356	0.75436	0.00421	0.75348	190305_29yr_2_F9_AD007	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD008	3739262	2959967	0.7915912284295671	1919410	0.6484565537386059	1357520	0.7073	319561	0.1665	242329	0.1263	0.00455	0.71388	0.00518	0.71257	190305_29yr_2_F9_AD008	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_F9_AD012	3963517	3246302	0.8190458120906255	2063453	0.6356318666593558	1335662	0.6473	465230	0.2255	262561	0.1272	0.00451	0.7552	0.00833	0.75409	190305_29yr_2_F9_AD012	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G1_AD001	2118365	1633947	0.7713245828740561	1231175	0.7534975124652146	828222	0.6727	281889	0.229	121064	0.0983	0.01294	0.76016	0.05435	0.75702	190305_29yr_2_G1_AD001	190305_29yr	L5
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G1_AD002	2562439	2049144	0.79968498762312	1540210	0.7516358049995511	1049691	0.6815	308424	0.2002	182095	0.1182	0.00402	0.74012	0.00455	0.73907	190305_29yr_2_G1_AD002	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G1_AD008	2509681	1895546	0.7552936010592581	1426680	0.752648577243707	957966	0.6715	302958	0.2124	165756	0.1162	0.00819	0.73806	0.01293	0.7359	190305_29yr_2_G1_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G1_AD012	2541089	2024072	0.7965372326589112	1507959	0.7450125291985661	994078	0.6592	368027	0.2441	145854	0.0967	0.00818	0.7496	0.03792	0.74753	190305_29yr_2_G1_AD012	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G10_AD001	2740560	2205975	0.8049358525264909	1489568	0.6752424664830744	1005311	0.6749	330381	0.2218	153876	0.1033	0.0118	0.73399	0.03626	0.73081	190305_29yr_2_G10_AD001	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G10_AD002	3122110	2531142	0.8107151894071637	1692335	0.6686053172836609	1112235	0.6572	394623	0.2332	185477	0.1096	0.00673	0.74191	0.02663	0.74016	190305_29yr_2_G10_AD002	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G10_AD004	3510177	2866502	0.8166260561789335	1944251	0.6782660538872815	1389338	0.7146	329250	0.1693	225663	0.1161	0.00408	0.74806	0.0044	0.74703	190305_29yr_2_G10_AD004	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G10_AD006	3749120	3019175	0.8053023109423011	2049724	0.6789020179353631	1357357	0.6622	420752	0.2053	271615	0.1325	0.0045	0.73924	0.00662	0.73806	190305_29yr_2_G10_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G11_AD001	2895216	2285267	0.7893252178766628	1607146	0.7032639949730163	1134685	0.706	290288	0.1806	182173	0.1134	0.00477	0.74552	0.00693	0.7443	190305_29yr_2_G11_AD001	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G11_AD002	3934401	3171617	0.8061244901066261	2207783	0.6961064340366444	1444716	0.6544	486643	0.2204	276424	0.1252	0.00528	0.7621	0.01626	0.76084	190305_29yr_2_G11_AD002	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G11_AD004	3604049	2878483	0.7986803176094442	2016979	0.7007090192994018	1368476	0.6785	415754	0.2061	232749	0.1154	0.00481	0.73145	0.007	0.73015	190305_29yr_2_G11_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G11_AD007	3304013	2669426	0.8079344724127902	1860593	0.6970011530568744	1250538	0.6721	399277	0.2146	210778	0.1133	0.00416	0.73675	0.00703	0.73565	190305_29yr_2_G11_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G11_AD010	3429441	2672876	0.7793911602503149	1869632	0.6994832532448194	1243366	0.665	413836	0.2213	212430	0.1136	0.00424	0.73174	0.00675	0.7306	190305_29yr_2_G11_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD001	2893369	2371386	0.8195933529390824	1757085	0.7409527592724255	1181061	0.6722	370022	0.2106	206002	0.1172	0.00484	0.7284	0.00532	0.72708	190305_29yr_2_G12_AD001	190305_29yr	MP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD004	2643353	2124451	0.803695533665008	1562989	0.735714309249778	1036436	0.6631	352744	0.2257	173809	0.1112	0.00451	0.74551	0.00635	0.74436	190305_29yr_2_G12_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD006	2729350	2154251	0.789290856797406	1596011	0.7408658508223972	1061040	0.6648	340313	0.2132	194658	0.122	0.00671	0.75089	0.0101	0.74921	190305_29yr_2_G12_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD007	2217734	1796912	0.8102468555742032	1318207	0.733595746480629	892421	0.677	264811	0.2009	160975	0.1221	0.00568	0.7485	0.00765	0.74706	190305_29yr_2_G12_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD008	2221155	1664459	0.7493664332295585	1231209	0.7397052135258363	819758	0.6658	269222	0.2187	142229	0.1155	0.0048	0.7416	0.00672	0.74035	190305_29yr_2_G12_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD010	2627502	2071473	0.7883811315842957	1524467	0.7359338016957016	997607	0.6544	344205	0.2258	182655	0.1198	0.00408	0.75299	0.00521	0.75198	190305_29yr_2_G12_AD010	190305_29yr	OPC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G12_AD012	2607045	2100941	0.8058706313086272	1538613	0.7323446969715	1020844	0.6635	335581	0.2181	182188	0.1184	0.00521	0.76451	0.01446	0.76328	190305_29yr_2_G12_AD012	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G2_AD002	2079572	1668585	0.8023694298634527	1235333	0.7403476598435201	853355	0.6908	260813	0.2111	121165	0.0981	0.00959	0.798	0.04377	0.79604	190305_29yr_2_G2_AD002	190305_29yr	Vip
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G2_AD004	2641536	2134197	0.8079378815961622	1594817	0.7472679419941083	1076567	0.675	336339	0.2109	181911	0.1141	0.00439	0.74576	0.00654	0.74464	190305_29yr_2_G2_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G2_AD006	2885510	2304427	0.798620347876112	1727439	0.7496175838939572	1147812	0.6645	372121	0.2154	207506	0.1201	0.00418	0.71517	0.00539	0.71397	190305_29yr_2_G2_AD006	190305_29yr	Endo
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G2_AD010	2537270	1997683	0.7873356008623442	1488527	0.7451267293159125	1014710	0.6817	310122	0.2083	163695	0.11	0.00426	0.74464	0.00731	0.74355	190305_29yr_2_G2_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G3_AD006	823183	512215	0.6222370967330472	338988	0.6618080298312232	227821	0.6721	72345	0.2134	38822	0.1145	0.0056	0.7452	0.00747	0.74377	190305_29yr_2_G3_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G3_AD007	4240230	3502246	0.8259566108442231	2290788	0.6540911175285802	1517410	0.6624	497195	0.217	276183	0.1206	0.00424	0.7352	0.00628	0.73407	190305_29yr_2_G3_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G3_AD008	3519215	2750540	0.7815777098017598	1826529	0.6640619660139464	1241963	0.68	337934	0.185	246632	0.135	0.0045	0.74972	0.00592	0.74859	190305_29yr_2_G3_AD008	190305_29yr	OPC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G3_AD012	3930939	3204435	0.8151830898418927	2069650	0.6458704888693326	1343240	0.649	486241	0.2349	240169	0.116	0.01337	0.78713	0.06511	0.78425	190305_29yr_2_G3_AD012	190305_29yr	L5
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD002	2746623	2200974	0.8013382251586767	1621822	0.7368655876898137	1087381	0.6705	374587	0.231	159854	0.0986	0.00662	0.76092	0.02802	0.75933	190305_29yr_2_G4_AD002	190305_29yr	L5
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD004	2831883	2285948	0.8072183773129046	1693058	0.7406371448519389	1200263	0.7089	306529	0.1811	186266	0.11	0.00545	0.77051	0.0181	0.76925	190305_29yr_2_G4_AD004	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD006	2852479	2259097	0.7919767332204725	1679654	0.7435068082512615	1080220	0.6431	406798	0.2422	192636	0.1147	0.00728	0.75082	0.03196	0.74899	190305_29yr_2_G4_AD006	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD007	2776749	2275754	0.8195749777887739	1680890	0.7386079514745443	1141765	0.6793	325132	0.1934	213993	0.1273	0.0041	0.7379	0.00576	0.73682	190305_29yr_2_G4_AD007	190305_29yr	Endo
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD008	2307705	1741829	0.7547884153303823	1292452	0.7420085438926554	852496	0.6596	305204	0.2361	134752	0.1043	0.00991	0.76447	0.04572	0.76211	190305_29yr_2_G4_AD008	190305_29yr	L4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G4_AD012	2694696	2168104	0.8045820381965164	1602653	0.7391956289919672	1110678	0.693	307436	0.1918	184539	0.1151	0.00547	0.76321	0.01705	0.76191	190305_29yr_2_G4_AD012	190305_29yr	Astro
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD001	2176410	1767991	0.8123428030564094	1331612	0.7531780421959161	919454	0.6905	267522	0.2009	144636	0.1086	0.00466	0.75305	0.00736	0.75189	190305_29yr_2_G5_AD001	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD002	2443204	1990707	0.8147936070831581	1488800	0.7478750011930435	990202	0.6651	337801	0.2269	160797	0.108	0.00389	0.7471	0.00695	0.74611	190305_29yr_2_G5_AD002	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD007	2488333	2053014	0.8250559712064262	1528851	0.7446861054040548	1022843	0.669	332611	0.2176	173397	0.1134	0.004	0.74498	0.00666	0.74396	190305_29yr_2_G5_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD008	2337018	1826451	0.781530565874974	1364278	0.746955708091813	866044	0.6348	336996	0.247	161238	0.1182	0.0071	0.74299	0.02979	0.74115	190305_29yr_2_G5_AD008	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD010	2075024	1603838	0.7729250360477758	1188674	0.7411434321920294	785773	0.6611	266406	0.2241	136495	0.1148	0.01316	0.79999	0.06615	0.79732	190305_29yr_2_G5_AD010	190305_29yr	Sst
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G5_AD012	2607565	2131820	0.8175520073325113	1587980	0.7448940342055146	1094252	0.6891	328120	0.2066	165608	0.1043	0.0041	0.74006	0.00736	0.73899	190305_29yr_2_G5_AD012	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD002	2257979	1816493	0.8044773667071305	1413316	0.7780464884808254	942536	0.6669	285966	0.2023	184814	0.1308	0.00554	0.72348	0.00648	0.72194	190305_29yr_2_G6_AD002	190305_29yr	MG
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD004	1600011	1272142	0.7950832838024239	991718	0.7795654887583304	676431	0.6821	209658	0.2114	105629	0.1065	0.00431	0.72974	0.0068	0.72857	190305_29yr_2_G6_AD004	190305_29yr	Endo
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD006	2385440	1902004	0.7973388557247301	1486972	0.7817922570089232	989012	0.6651	331096	0.2227	166864	0.1122	0.00394	0.74428	0.00567	0.74327	190305_29yr_2_G6_AD006	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD007	1978868	1620824	0.8190662540401886	1257752	0.7759954196137273	840911	0.6686	275030	0.2187	141811	0.1127	0.00409	0.7403	0.00666	0.73923	190305_29yr_2_G6_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G6_AD008	1911404	1478255	0.7733869972020567	1152866	0.7798830377708853	807575	0.7005	226306	0.1963	118985	0.1032	0.00472	0.73334	0.00682	0.73208	190305_29yr_2_G6_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G7_AD001	2607664	2105181	0.8073053123408537	1513448	0.7189158556912684	1014645	0.6704	326231	0.2156	172572	0.114	0.00463	0.72991	0.00691	0.72865	190305_29yr_2_G7_AD001	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G7_AD002	2645904	2140335	0.8089239065362915	1519129	0.7097622568429709	961402	0.6329	345137	0.2272	212590	0.1399	0.00601	0.78836	0.02589	0.78708	190305_29yr_2_G7_AD002	190305_29yr	Pvalb
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G7_AD004	2792548	2277077	0.8154119463658279	1625570	0.7138845107126373	1098119	0.6755	348396	0.2143	179055	0.1101	0.00397	0.73712	0.00574	0.73607	190305_29yr_2_G7_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G7_AD008	2600735	2038055	0.7836457770591775	1456761	0.7147800231102693	976059	0.67	301954	0.2073	178748	0.1227	0.00451	0.73996	0.00678	0.73878	190305_29yr_2_G7_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G7_AD012	2782635	2261270	0.8126362242981922	1593674	0.7047694437196796	1059326	0.6647	377539	0.2369	156809	0.0984	0.00777	0.7523	0.03448	0.75036	190305_29yr_2_G7_AD012	190305_29yr	L23
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD001	4066260	3205157	0.7882321838741251	1952694	0.6092350546322692	1245419	0.6378	475001	0.2433	232274	0.119	0.01178	0.7605	0.04408	0.75765	190305_29yr_2_G8_AD001	190305_29yr	L4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD002	816639	655510	0.8026924993785504	399295	0.6091363976140715	270406	0.6772	82286	0.2061	46603	0.1167	0.00628	0.73282	0.00949	0.73113	190305_29yr_2_G8_AD002	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD004	5220425	4217511	0.8078865226490181	2569602	0.6092697802092276	1658950	0.6456	593308	0.2309	317344	0.1235	0.00425	0.74489	0.00677	0.7438	190305_29yr_2_G8_AD004	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD007	4684627	3845322	0.820838457362774	2326672	0.6050655835844176	1536421	0.6604	502672	0.216	287579	0.1236	0.00534	0.75346	0.00802	0.75214	190305_29yr_2_G8_AD007	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD008	4876537	3555483	0.729099974018448	2182241	0.6137678059492901	1459251	0.6687	447816	0.2052	275174	0.1261	0.00512	0.74217	0.00811	0.74084	190305_29yr_2_G8_AD008	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G8_AD010	4785457	3804262	0.7949631560789283	2308884	0.6069203435515219	1512879	0.6552	522145	0.2261	273860	0.1186	0.00421	0.73894	0.00663	0.73784	190305_29yr_2_G8_AD010	190305_29yr	ODC
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_G9_AD001	3356383	2681379	0.7988894592780383	1767317	0.6591074965530795	1222545	0.6918	334043	0.189	210729	0.1192	0.00993	0.7603	0.02177	0.7579	190305_29yr_2_G9_AD001	190305_29yr	Astro
